nom_fichier,time,value,sol,obj_bound,gap
                              ,0.0,                              ,                                                                                                                                                                                                        ,0.0,0.0
10_ulysses_3.tsp,2.271,136.99527629589414,"[5, 9][1, 2, 3, 10][4, 6, 7, 8]",136.99527629589414,0.0
10_ulysses_6.tsp,24.977999925613403,55.11939124322688,"[5][10][7][6, 9][2, 3][1, 4, 8]",55.114734093029966,8.449204702485573e-5
10_ulysses_9.tsp,7.302999973297119,33.29189782877749,"[5][10][7][9][2, 3][8][6][1][4]",33.29189782877749,0.0
14_burma_3.tsp,3.694999933242798,93.3899872599682,"[1, 8, 9, 10, 11][3, 4, 5, 6, 7][2, 12, 13, 14]",93.3899872599682,0.0
14_burma_6.tsp,30.01200008392334,42.74062354260174,"[6, 12, 14][3, 4, 5][9, 10][2, 13][7][1, 8, 11]",0.0,0.9999999999976603
14_burma_9.tsp,30.0239999294281,20.762438566071065,"[7][9, 11][6, 12][1, 8][10][3, 4][2][13, 14][5]",0.0,0.9999999999951837
22_ulysses_3.tsp,30.013999938964844,415.9305971125155,"[10, 12, 13, 14, 19, 20, 21, 22][1, 2, 3, 4, 5, 8, 16, 17, 18][6, 7, 9, 11, 15]",166.11751316791592,0.600612423511996
22_ulysses_6.tsp,30.038000106811523,165.67064404415245,"[1, 16, 21][5, 6, 7][2, 9, 11][4, 8, 17, 18, 22][12, 13, 14, 15, 20][3, 10, 19]",0.0,0.9999999999993965
22_ulysses_9.tsp,30.04199981689453,64.97359245269088,"[7, 13][20, 21][12, 14, 15][2, 3, 17][5, 9][1, 16, 22][4, 8, 18][11, 19][6, 10]",0.0,0.9999999999984609
26_eil_3.tsp,30.026999950408936,2906.3461295959683,"[4, 6, 7, 8, 22, 23, 24, 26][2, 3, 5, 9, 11, 18, 20, 21][1, 10, 12, 13, 14, 15, 16, 17, 19, 25]",351.3084706376165,0.8791236642255881
26_eil_6.tsp,30.08299994468689,1110.51561708682,"[4, 5, 10, 15][12, 13, 17, 19][3, 20, 22, 24, 26][11, 14, 18, 25][2, 9, 16, 21][1, 6, 7, 8, 23]",0.0,0.99999999999991
26_eil_9.tsp,30.038000106811523,812.3248929706322,"[3, 4, 20][13, 18][12, 14, 19][2, 11, 16][6, 22, 23][7, 8, 26][1, 24, 25][9, 15, 17][5, 10, 21]",0.0,0.9999999999998769
